CPU.STAT.usr,CPU.STAT.nice,CPU.STAT.sys,CPU.STAT.iowait,CPU.STAT.irq,CPU.STAT.soft,CPU.STAT.steal,CPU.STAT.guest,CPU.STAT.util,CPU.STAT.cutil,STORAGE.STAT.rs,STORAGE.STAT.ws,STORAGE.STAT.rMBs,STORAGE.STAT.wMBs,STORAGE.STAT.rrqm,STORAGE.STAT.wrqm,STORAGE.STAT.rareq-sz,STORAGE.STAT.wareq-sz,STORAGE.STAT.r_await,STORAGE.STAT.w_await,STORAGE.STAT.util,STORAGE.STAT.aqu-sz,NET.STAT.rxkBs,NET.STAT.txkBs,NET.STAT.rxpcks,NET.STAT.txpcks,NET.STAT.ifutil,NET.ESTAT.errs,NET.ESTAT.util,MEM.BANDWIDTH.Total_Util,PERF.STAT.IPC,PERF.STAT.CACHE-MISS-RATIO,PERF.STAT.MPKI,PERF.STAT.ITLB-LOAD-MISS-RATIO,PERF.STAT.DTLB-LOAD-MISS-RATIO,PERF.STAT.SBPI,PERF.STAT.SBPC,MEM.VMSTAT.procs.b,MEM.VMSTAT.memory.swpd,MEM.VMSTAT.io.bo,MEM.VMSTAT.system.in,MEM.VMSTAT.system.cs,MEM.VMSTAT.util.swap,MEM.VMSTAT.util.cpu,MEM.VMSTAT.procs.r,SYS.TASKS.procs,SYS.TASKS.cswchs,SYS.LDAVG.runq-sz,SYS.LDAVG.plist-sz,SYS.LDAVG.ldavg-1,SYS.LDAVG.ldavg-5,SYS.FDUTIL.fd-util,workload.type,workload.appname
0.25,0.0,0.75,0.0,0.0,0.25,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.5,0.5,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,0.0,628.0,296.0,0.0,0.0,1.0,0.0,290.5,1.0,390.0,0.07,0.11,5.2735593669694936e-14,default,code_service-code_app-code_scenario
0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,1.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,0.0,639.0,321.0,0.0,0.0,1.0,1.0,316.5,1.0,389.0,0.07,0.11,5.2735593669694936e-14,default,code_service-code_app-code_scenario
0.25,0.0,0.75,0.25,0.5,0.0,0.0,0.0,1.5,0.0,0.0,15.5,0.0,0.1,0.0,39.22,0.0,6.58,0.0,1.06,0.2,0.0,0.08,0.07,1.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,102.0,639.0,307.0,0.0,0.0,1.0,0.0,306.0,1.0,389.0,0.07,0.11,5.2388648974499574e-14,default,code_service-code_app-code_scenario
0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,0.0,0.02,0.0,72.73,0.0,14.67,0.0,0.67,0.2,0.0,1.24,50.87,18.0,22.0,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,22.0,711.0,435.0,0.0,2.0,1.0,0.0,428.0,1.0,389.0,0.06,0.1,5.2735593669694936e-14,default,code_service-code_app-code_scenario
0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.5,0.0,0.01,0.0,50.0,0.0,8.0,0.0,1.0,0.0,0.0,0.08,1.01,1.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,12.0,642.0,325.0,0.0,0.0,2.0,1.5,327.0,2.0,389.0,0.06,0.1,5.2388648974499574e-14,default,code_service-code_app-code_scenario
0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.1,0.4,1.5,1.5,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,2.0,648.0,343.0,0.0,1.0,1.0,0.0,342.0,1.0,389.0,0.06,0.1,5.2388648974499574e-14,default,code_service-code_app-code_scenario
0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.5,0.5,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,0.0,627.0,294.0,0.0,1.0,1.0,0.0,288.0,1.0,390.0,0.14,0.12,5.2388648974499574e-14,default,code_service-code_app-code_scenario
0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.5,0.5,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,0.0,644.0,331.0,0.0,1.0,1.0,0.0,327.5,3.0,390.0,0.14,0.12,5.2735593669694936e-14,default,code_service-code_app-code_scenario
0.25,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.25,0.0,0.0,2.5,0.0,0.04,0.0,64.29,0.0,14.4,0.0,0.8,0.2,0.0,14.78,4.35,22.5,20.0,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,36.0,694.0,419.0,0.0,1.0,0.0,0.5,427.0,1.0,387.0,0.13,0.12,5.2735593669694936e-14,default,code_service-code_app-code_scenario
0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5,0.0,0.0,0.07,0.1,1.0,1.5,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,4.0,634.0,314.0,0.0,0.0,1.0,0.0,308.5,1.0,389.0,0.13,0.12,5.2388648974499574e-14,default,code_service-code_app-code_scenario
0.25,0.0,1.0,0.25,0.0,0.0,0.0,0.0,1.25,0.0,0.0,1.5,0.0,0.03,0.0,66.67,0.0,17.33,0.0,1.0,0.2,0.0,10.55,1.36,10.5,8.0,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,26.0,705.0,471.0,0.0,0.0,1.0,0.0,464.5,3.0,390.0,0.12,0.11,5.2735593669694936e-14,default,code_service-code_app-code_scenario
0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.16,1.0,1.5,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,0.0,820.0,727.0,0.0,0.0,1.0,0.0,723.5,1.0,389.0,0.12,0.11,5.2735593669694936e-14,default,code_service-code_app-code_scenario
0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.01,0.0,60.0,0.0,10.0,0.0,1.0,0.0,0.0,0.56,0.31,2.5,3.5,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,10.0,857.0,798.0,0.0,0.0,1.0,1.0,795.0,2.0,389.0,0.11,0.11,5.2735593669694936e-14,default,code_service-code_app-code_scenario
0.74,0.0,0.74,0.0,0.5,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.29,3.0,2.5,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,0.0,809.0,711.0,0.0,1.0,1.0,0.0,705.5,1.0,389.0,0.11,0.11,5.2735593669694936e-14,default,code_service-code_app-code_scenario
0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,2.86,12.5,10.5,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,0.0,654.0,326.0,0.0,0.0,1.0,0.5,326.5,1.0,389.0,0.11,0.11,5.2388648974499574e-14,default,code_service-code_app-code_scenario
0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.24,2.5,2.0,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,0.0,642.0,333.0,0.0,1.0,1.0,0.5,329.5,1.0,389.0,0.1,0.11,5.2735593669694936e-14,default,code_service-code_app-code_scenario
0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,1.41,6.5,5.5,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,0.0,650.0,323.0,0.0,1.0,2.0,0.0,318.0,4.0,390.0,0.1,0.11,5.2388648974499574e-14,default,code_service-code_app-code_scenario
0.25,0.0,0.75,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,0.0,0.03,0.0,66.67,0.0,17.33,0.0,1.0,0.2,0.0,10.15,0.49,9.5,5.0,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,26.0,662.0,362.0,0.0,0.0,1.0,0.5,361.5,1.0,389.0,0.09,0.11,5.2388648974499574e-14,default,code_service-code_app-code_scenario
0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,8.5,0.0,0.03,0.0,0.0,0.0,4.0,0.0,0.94,0.0,0.0,0.04,0.12,0.5,0.5,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,34.0,629.0,299.0,0.0,1.0,0.0,1.0,306.5,2.0,387.0,0.09,0.11,5.2735593669694936e-14,default,code_service-code_app-code_scenario
0.99,0.0,0.25,0.0,0.5,0.0,0.0,0.0,1.74,0.0,0.0,1.5,0.0,0.03,0.0,70.0,0.0,18.67,0.0,1.0,0.0,0.0,13.13,0.92,14.5,8.5,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,28.0,671.0,370.0,0.0,1.0,2.0,0.5,366.0,2.0,389.0,0.08,0.11,5.2388648974499574e-14,default,code_service-code_app-code_scenario
