CPU.STAT.usr,CPU.STAT.nice,CPU.STAT.sys,CPU.STAT.iowait,CPU.STAT.irq,CPU.STAT.soft,CPU.STAT.steal,CPU.STAT.guest,CPU.STAT.util,CPU.STAT.cutil,STORAGE.STAT.rs,STORAGE.STAT.ws,STORAGE.STAT.rMBs,STORAGE.STAT.wMBs,STORAGE.STAT.rrqm,STORAGE.STAT.wrqm,STORAGE.STAT.rareq-sz,STORAGE.STAT.wareq-sz,STORAGE.STAT.r_await,STORAGE.STAT.w_await,STORAGE.STAT.util,STORAGE.STAT.aqu-sz,NET.STAT.rxkBs,NET.STAT.txkBs,NET.STAT.rxpcks,NET.STAT.txpcks,NET.STAT.ifutil,NET.ESTAT.errs,NET.ESTAT.util,MEM.BANDWIDTH.Total_Util,PERF.STAT.IPC,PERF.STAT.CACHE-MISS-RATIO,PERF.STAT.MPKI,PERF.STAT.ITLB-LOAD-MISS-RATIO,PERF.STAT.DTLB-LOAD-MISS-RATIO,PERF.STAT.SBPI,PERF.STAT.SBPC,MEM.VMSTAT.procs.b,MEM.VMSTAT.memory.swpd,MEM.VMSTAT.io.bo,MEM.VMSTAT.system.in,MEM.VMSTAT.system.cs,MEM.VMSTAT.util.swap,MEM.VMSTAT.util.cpu,MEM.VMSTAT.procs.r,SYS.TASKS.procs,SYS.TASKS.cswchs,SYS.LDAVG.runq-sz,SYS.LDAVG.plist-sz,SYS.LDAVG.ldavg-1,SYS.LDAVG.ldavg-5,SYS.FDUTIL.fd-util,workload.type,workload.appname
0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.4,0.0,0.03,0.0,94.12,0.0,68.0,0.0,1.0,0.0,0.0,0.09,0.07,1.4,1.0,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,27.0,661.0,352.0,0.0,0.0,1.0,0.0,348.0,2.0,361.0,0.07,0.02,5.169475958410885e-14,default,code_service-code_app-code_scenario
0.7,0.0,0.3,0.3,0.1,0.0,0.0,0.0,1.1,0.0,0.0,20.8,0.0,2.11,0.0,0.95,0.0,103.69,0.0,1.82,0.72,0.0,0.11,0.06,1.8,0.8,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,2157.0,642.0,329.0,0.0,1.0,0.0,1.2,327.6,2.0,352.0,0.07,0.02,5.169475958410885e-14,default,code_service-code_app-code_scenario
0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.4,0.0,0.0,7.4,0.0,0.05,0.0,22.92,0.0,6.59,0.0,0.97,0.08,0.0,0.05,0.01,0.8,0.2,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,37.0,601.0,204.0,0.0,0.0,2.0,0.4,204.0,2.0,354.0,0.06,0.02,4.961309141293668e-14,default,code_service-code_app-code_scenario
0.2,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,66.67,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,5.0,603.0,217.0,0.0,0.0,0.0,0.0,220.2,1.0,352.0,0.06,0.01,4.961309141293668e-14,default,code_service-code_app-code_scenario
0.4,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.7,0.0,0.0,14.6,0.0,1.11,0.0,9.88,0.0,77.92,0.0,1.56,0.4,0.0,0.12,0.04,2.0,0.6,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,1138.0,621.0,239.0,0.0,0.0,1.0,0.4,235.6,2.0,354.0,0.05,0.01,4.961309141293668e-14,default,code_service-code_app-code_scenario
0.1,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.15,2.8,2.2,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,0.0,802.0,668.0,0.0,0.0,1.0,0.6,663.8,1.0,354.0,0.05,0.01,4.961309141293668e-14,default,code_service-code_app-code_scenario
0.3,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.6,0.0,0.01,0.0,70.0,0.0,16.0,0.0,1.0,0.08,0.0,0.22,0.2,3.4,2.8,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,10.0,666.0,368.0,0.0,0.0,1.0,0.4,367.0,1.0,355.0,0.04,0.01,4.926614671774132e-14,default,code_service-code_app-code_scenario
0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.75,0.08,0.0,0.24,0.03,3.4,0.6,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,3.0,606.0,217.0,0.0,0.0,0.0,0.4,217.4,1.0,352.0,0.04,0.01,4.961309141293668e-14,default,code_service-code_app-code_scenario
0.1,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.5,0.0,0.0,16.4,0.0,1.22,0.0,0.0,0.0,76.44,0.0,1.62,0.64,0.0,0.16,0.02,0.8,0.4,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,1244.0,617.0,221.0,0.0,0.0,1.0,0.0,220.4,1.0,354.0,0.04,0.01,4.961309141293668e-14,default,code_service-code_app-code_scenario
0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,3.2,0.0,0.02,0.0,36.0,0.0,6.25,0.0,1.06,0.0,0.0,0.11,0.06,0.2,0.2,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,20.0,605.0,221.0,0.0,0.0,1.0,0.0,219.2,1.0,354.0,0.03,0.01,4.961309141293668e-14,default,code_service-code_app-code_scenario
