CPU.STAT.usr,CPU.STAT.nice,CPU.STAT.sys,CPU.STAT.iowait,CPU.STAT.irq,CPU.STAT.soft,CPU.STAT.steal,CPU.STAT.guest,CPU.STAT.util,CPU.STAT.cutil,STORAGE.STAT.rs,STORAGE.STAT.ws,STORAGE.STAT.rMBs,STORAGE.STAT.wMBs,STORAGE.STAT.rrqm,STORAGE.STAT.wrqm,STORAGE.STAT.rareq-sz,STORAGE.STAT.wareq-sz,STORAGE.STAT.r_await,STORAGE.STAT.w_await,STORAGE.STAT.util,STORAGE.STAT.aqu-sz,NET.STAT.rxkBs,NET.STAT.txkBs,NET.STAT.rxpcks,NET.STAT.txpcks,NET.STAT.ifutil,NET.ESTAT.errs,NET.ESTAT.util,MEM.BANDWIDTH.Total_Util,PERF.STAT.IPC,PERF.STAT.CACHE-MISS-RATIO,PERF.STAT.MPKI,PERF.STAT.ITLB-LOAD-MISS-RATIO,PERF.STAT.DTLB-LOAD-MISS-RATIO,PERF.STAT.SBPI,PERF.STAT.SBPC,MEM.VMSTAT.procs.b,MEM.VMSTAT.memory.swpd,MEM.VMSTAT.io.bo,MEM.VMSTAT.system.in,MEM.VMSTAT.system.cs,MEM.VMSTAT.util.swap,MEM.VMSTAT.util.cpu,MEM.VMSTAT.procs.r,SYS.TASKS.procs,SYS.TASKS.cswchs,SYS.LDAVG.runq-sz,SYS.LDAVG.plist-sz,SYS.LDAVG.ldavg-1,SYS.LDAVG.ldavg-5,SYS.FDUTIL.fd-util,workload.type,workload.appname
0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.0,60.0,0.0,10.0,0.0,1.0,0.08,0.0,0.09,0.1,1.4,1.4,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,4.0,623.0,282.0,0.0,0.0,1.0,0.0,280.8,1.0,415.0,0.03,0.02,5.342948306008566e-14,default,code_service-code_app-code_scenario
0.1,0.0,0.3,0.1,0.1,0.0,0.0,0.0,0.5,0.0,0.0,6.6,0.0,0.39,0.0,5.71,0.0,60.97,0.0,1.91,0.32,0.0,0.07,0.18,1.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,402.0,709.0,460.0,0.0,0.0,1.0,0.0,458.2,1.0,416.0,0.02,0.02,5.342948306008566e-14,default,code_service-code_app-code_scenario
0.0,0.0,0.3,0.0,0.1,0.1,0.0,0.0,0.5,0.0,0.0,0.4,0.0,0.01,0.0,86.67,0.0,30.0,0.0,1.0,0.0,0.0,0.04,0.04,0.6,0.6,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,12.0,810.0,702.0,0.0,0.0,2.0,0.0,701.2,2.0,415.0,0.02,0.02,5.30825383648903e-14,default,code_service-code_app-code_scenario
0.2,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.0,8.2,0.0,0.39,0.0,8.89,0.0,48.49,0.0,1.22,0.16,0.0,0.06,0.06,0.8,0.8,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,398.0,630.0,280.0,0.0,0.0,1.0,0.0,278.4,1.0,415.0,0.02,0.02,5.30825383648903e-14,default,code_service-code_app-code_scenario
0.2,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.4,0.0,0.0,0.0,60.0,0.0,10.0,0.0,1.0,0.0,0.0,0.04,0.04,0.6,0.6,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,4.0,625.0,280.0,0.0,0.0,1.0,0.0,279.4,1.0,416.0,0.02,0.02,5.30825383648903e-14,default,code_service-code_app-code_scenario
0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.4,0.0,0.0,0.0,60.0,0.0,10.0,0.0,0.5,0.0,0.0,0.06,0.06,0.8,0.8,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,4.0,631.0,293.0,0.0,0.0,1.0,0.0,292.2,2.0,415.0,0.02,0.02,5.342948306008566e-14,default,code_service-code_app-code_scenario
0.2,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.4,0.0,0.0,0.0,60.0,0.0,10.0,0.0,1.0,0.08,0.0,0.06,0.06,0.8,0.8,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,4.0,627.0,293.0,0.0,0.0,0.0,0.4,294.0,1.0,413.0,0.02,0.02,5.342948306008566e-14,default,code_service-code_app-code_scenario
0.1,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,50.0,0.0,8.0,0.0,0.5,0.0,0.0,0.06,0.06,0.8,0.8,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,3.0,703.0,462.0,0.0,0.0,1.0,0.4,462.2,2.0,415.0,0.01,0.02,5.342948306008566e-14,default,code_service-code_app-code_scenario
0.2,0.0,0.4,0.0,0.1,0.1,0.0,0.0,0.8,0.0,0.0,0.4,0.0,0.0,0.0,66.67,0.0,12.0,0.0,1.0,0.0,0.0,0.59,0.51,6.2,5.0,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,5.0,845.0,794.0,0.0,0.0,1.0,2.6,792.4,2.0,415.0,0.01,0.02,5.342948306008566e-14,default,code_service-code_app-code_scenario
0.4,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.4,0.0,0.01,0.0,77.78,0.0,18.0,0.0,1.0,0.08,0.0,0.19,0.2,2.2,2.0,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,7.0,648.0,335.0,0.0,1.0,1.0,2.6,335.2,1.0,415.0,0.01,0.02,5.342948306008566e-14,default,code_service-code_app-code_scenario
0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.4,0.0,0.0,0.0,66.67,0.0,12.0,0.0,1.0,0.08,0.0,0.2,0.16,2.4,1.6,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,5.0,636.0,306.0,0.0,0.0,1.0,0.2,306.2,1.0,415.0,0.01,0.02,5.30825383648903e-14,default,code_service-code_app-code_scenario
0.1,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.7,0.0,0.0,0.4,0.0,0.0,0.0,60.0,0.0,10.0,0.0,0.5,0.0,0.0,0.39,0.32,4.6,3.0,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,4.0,649.0,329.0,0.0,0.0,0.0,0.4,330.34,1.0,413.0,0.01,0.02,5.342948306008566e-14,default,code_service-code_app-code_scenario
0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.6,0.0,0.0,0.0,50.0,0.0,8.0,0.0,1.0,0.16,0.0,0.06,0.18,0.8,0.8,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,5.0,632.0,304.0,0.0,0.0,2.0,0.0,301.2,2.0,415.0,0.01,0.02,5.342948306008566e-14,default,code_service-code_app-code_scenario
0.3,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.01,0.0,83.33,0.0,24.0,0.0,1.0,0.0,0.0,0.04,0.05,0.6,0.6,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,10.0,706.0,468.0,0.0,0.0,2.0,0.4,467.4,2.0,415.0,0.08,0.03,5.342948306008566e-14,default,code_service-code_app-code_scenario
15.2,0.0,0.9,0.1,0.2,0.0,0.0,0.0,16.3,0.0,0.0,10.2,0.0,0.64,0.0,5.56,0.0,64.0,0.0,1.53,0.32,0.0,0.15,0.2,1.8,2.0,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,653.0,837.0,736.0,0.0,16.0,7.0,2.6,735.8,8.0,424.0,0.23,0.06,5.342948306008566e-14,default,code_service-code_app-code_scenario
10.12,0.0,0.9,0.0,0.0,0.0,0.0,0.0,11.02,0.0,0.0,0.4,0.0,0.01,0.0,75.0,0.0,16.0,0.0,1.0,0.08,0.0,0.13,0.17,1.8,2.2,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,6.0,656.0,361.0,0.0,11.0,1.0,8.2,360.8,1.0,445.0,0.21,0.06,5.342948306008566e-14,default,code_service-code_app-code_scenario
1.8,0.0,0.7,0.0,0.2,0.1,0.0,0.0,2.8,0.0,0.0,8.8,0.0,0.6,0.0,10.2,0.0,69.27,0.0,1.55,0.16,0.0,0.08,0.07,1.2,1.0,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,610.0,676.0,421.0,0.0,3.0,0.0,5.2,421.0,1.0,437.0,0.2,0.06,5.4817261840867104e-14,default,code_service-code_app-code_scenario
2.1,0.0,0.5,0.1,0.0,0.0,0.0,0.0,2.6,0.0,0.2,0.4,0.0,0.01,0.0,81.82,4.0,22.0,1.0,4.0,0.16,0.0,0.08,0.07,1.2,1.0,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,9.0,671.0,418.0,0.0,3.0,2.0,5.0,414.6,2.0,437.0,0.18,0.06,5.377642775528102e-14,default,code_service-code_app-code_scenario
1.8,0.0,0.6,0.0,0.2,0.0,0.0,0.0,2.6,0.0,0.0,0.4,0.0,0.0,0.0,66.67,0.0,12.0,0.0,1.0,0.08,0.0,0.06,0.06,0.8,0.8,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,5.0,653.0,357.0,0.0,3.0,1.0,4.6,356.4,1.0,437.0,0.17,0.06,5.30825383648903e-14,default,code_service-code_app-code_scenario
2.1,0.0,0.6,0.1,0.0,0.1,0.0,0.0,2.8,0.0,0.0,18.0,0.0,1.82,0.0,3.23,0.0,103.78,0.0,1.66,0.56,0.0,0.06,0.06,0.8,0.8,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,1868.0,759.0,563.0,0.0,3.0,3.0,4.4,561.0,4.0,440.0,0.15,0.06,5.2735593669694936e-14,default,code_service-code_app-code_scenario
2.0,0.0,0.6,0.0,0.1,0.0,0.0,0.0,2.7,0.0,0.0,0.4,0.0,0.01,0.0,83.33,0.0,24.0,0.0,1.0,0.08,0.0,0.06,0.06,0.8,0.8,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,10.0,817.0,731.0,0.0,3.0,1.0,4.8,729.0,1.0,437.0,0.14,0.06,5.30825383648903e-14,default,code_service-code_app-code_scenario
2.1,0.0,0.4,0.0,0.1,0.0,0.0,0.0,2.6,0.0,0.0,0.4,0.0,0.0,0.0,60.0,0.0,10.0,0.0,1.0,0.08,0.0,0.06,0.06,0.8,0.8,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,4.0,657.0,368.0,0.0,2.0,1.0,4.4,366.4,1.0,438.0,0.13,0.06,5.2735593669694936e-14,default,code_service-code_app-code_scenario
1.8,0.0,0.6,0.0,0.1,0.0,0.0,0.0,2.5,0.0,0.0,0.4,0.0,0.0,0.0,60.0,0.0,10.0,0.0,1.0,0.0,0.0,0.07,0.08,1.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,4.0,657.0,362.0,0.0,2.0,1.0,4.4,361.6,1.0,439.0,0.12,0.05,5.2735593669694936e-14,default,code_service-code_app-code_scenario
1.8,0.0,0.5,0.0,0.1,0.0,0.0,0.0,2.4,0.0,0.0,0.4,0.0,0.0,0.0,60.0,0.0,10.0,0.0,1.0,0.08,0.0,0.06,0.06,0.8,0.8,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,4.0,664.0,381.0,0.0,3.0,1.0,4.6,380.4,1.0,437.0,0.11,0.05,5.30825383648903e-14,default,code_service-code_app-code_scenario
1.7,0.0,0.5,0.1,0.1,0.0,0.0,0.0,2.3,0.0,0.0,0.6,0.0,0.0,0.0,50.0,0.0,8.0,0.0,1.33,0.16,0.0,0.07,0.19,1.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,5.0,655.0,367.0,0.0,2.0,2.0,4.6,366.8,2.0,437.0,0.1,0.05,5.2735593669694936e-14,default,code_service-code_app-code_scenario
2.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,2.4,0.0,0.0,10.8,0.0,0.76,0.0,16.92,0.0,71.85,0.0,1.48,0.24,0.0,0.04,0.05,0.6,0.6,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,776.0,739.0,546.0,0.0,3.0,1.0,4.4,551.4,1.0,435.0,0.09,0.05,5.2735593669694936e-14,default,code_service-code_app-code_scenario
1.8,0.0,0.7,0.0,0.2,0.0,0.0,0.0,2.7,0.0,0.0,0.4,0.0,0.01,0.0,75.0,0.0,16.0,0.0,1.5,0.08,0.0,0.06,0.05,0.8,0.8,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,6.0,822.0,744.0,0.0,3.0,1.0,4.4,741.8,2.0,438.0,0.08,0.05,5.2735593669694936e-14,default,code_service-code_app-code_scenario
2.01,0.0,0.3,0.0,0.0,0.0,0.0,0.0,2.31,0.0,0.0,0.4,0.0,0.0,0.0,60.0,0.0,10.0,0.0,0.5,0.0,0.0,0.08,0.06,1.2,0.8,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,4.0,658.0,369.0,0.0,2.0,1.0,4.6,368.8,2.0,437.0,0.08,0.05,5.2735593669694936e-14,default,code_service-code_app-code_scenario
1.81,0.0,0.4,0.0,0.1,0.0,0.0,0.0,2.31,0.0,0.0,0.4,0.0,0.0,0.0,60.0,0.0,10.0,0.0,1.0,0.0,0.0,0.06,0.06,0.8,0.8,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,4.0,655.0,356.0,0.0,2.0,1.0,4.6,354.4,1.0,437.0,0.07,0.05,5.2735593669694936e-14,default,code_service-code_app-code_scenario
1.9,0.0,0.4,0.1,0.1,0.0,0.0,0.0,2.4,0.0,0.0,0.4,0.0,0.0,0.0,60.0,0.0,10.0,0.0,1.5,0.08,0.0,0.06,0.06,0.8,0.8,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,4.0,650.0,355.0,0.0,3.0,0.0,4.8,356.4,2.0,435.0,0.06,0.05,5.2735593669694936e-14,default,code_service-code_app-code_scenario
2.0,0.0,0.4,0.0,0.1,0.0,0.0,0.0,2.5,0.0,0.0,0.4,0.0,0.0,0.0,60.0,0.0,10.0,0.0,1.0,0.0,0.0,0.04,0.04,0.6,0.6,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,4.0,664.0,389.0,0.0,2.0,2.0,4.4,385.8,2.0,437.0,0.06,0.05,5.30825383648903e-14,default,code_service-code_app-code_scenario
1.7,0.0,0.6,0.1,0.1,0.0,0.0,0.0,2.4,0.0,0.0,9.8,0.0,0.74,0.0,9.26,0.0,77.55,0.0,2.55,0.32,0.01,0.09,0.08,1.4,1.4,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,760.0,754.0,560.0,0.0,3.0,3.0,4.4,559.0,4.0,438.0,0.05,0.05,5.2735593669694936e-14,default,code_service-code_app-code_scenario
2.2,0.0,0.6,0.0,0.1,0.0,0.0,0.0,2.9,0.0,0.0,1.2,0.0,0.01,0.0,45.45,0.0,8.67,0.0,1.0,0.08,0.0,0.04,0.04,0.6,0.6,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,10.0,836.0,771.0,0.0,3.0,8.0,4.99,767.47,6.0,439.0,0.05,0.04,5.2735593669694936e-14,default,code_service-code_app-code_scenario
1.7,0.0,0.4,0.0,0.1,0.0,0.0,0.0,2.2,0.0,0.0,0.4,0.0,0.01,0.0,80.0,0.0,20.0,0.0,1.0,0.08,0.0,0.06,0.06,0.8,0.8,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,8.0,666.0,383.0,0.0,2.0,1.0,4.6,381.8,1.0,437.0,0.05,0.04,5.2735593669694936e-14,default,code_service-code_app-code_scenario
1.8,0.0,0.6,0.1,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.4,0.0,0.0,0.0,60.0,0.0,10.0,0.0,1.0,0.0,0.0,0.06,0.06,0.8,0.8,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,4.0,665.0,383.0,0.0,3.0,2.0,5.0,383.0,1.0,437.0,0.04,0.04,5.30825383648903e-14,default,code_service-code_app-code_scenario
1.9,0.0,0.5,0.0,0.2,0.0,0.0,0.0,2.6,0.0,0.0,0.6,0.0,0.0,0.0,50.0,0.0,8.0,0.0,1.0,0.08,0.0,0.07,0.07,1.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,5.0,675.0,404.0,0.0,3.0,1.0,5.2,406.6,2.0,438.0,0.04,0.04,5.2735593669694936e-14,default,code_service-code_app-code_scenario
1.9,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.6,0.0,0.01,0.0,76.92,0.0,17.33,0.0,1.0,0.0,0.0,0.06,0.18,0.8,0.8,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,10.0,666.0,379.0,0.0,3.0,1.0,4.8,376.8,2.0,437.0,0.04,0.04,5.30825383648903e-14,default,code_service-code_app-code_scenario
1.9,0.0,0.6,0.1,0.1,0.0,0.0,0.0,2.6,0.0,0.0,17.4,0.0,1.34,0.0,3.33,0.0,78.8,0.0,1.61,0.32,0.0,0.06,0.06,0.8,0.8,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,1371.0,759.0,567.0,0.0,3.0,2.0,4.4,564.4,2.0,439.0,0.19,0.07,5.30825383648903e-14,default,code_service-code_app-code_scenario
1.8,0.0,0.6,0.0,0.1,0.0,0.0,0.0,2.5,0.0,0.0,0.4,0.0,0.01,0.0,75.0,0.0,16.0,0.0,1.0,0.08,0.0,0.04,0.04,0.6,0.6,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,6.0,821.0,752.0,0.0,3.0,1.0,4.6,751.4,1.0,437.0,0.18,0.07,5.2735593669694936e-14,default,code_service-code_app-code_scenario
1.9,0.0,0.4,0.0,0.1,0.0,0.0,0.0,2.4,0.0,0.0,0.4,0.0,0.0,0.0,60.0,0.0,10.0,0.0,1.0,0.0,0.0,0.04,0.04,0.6,0.6,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,4.0,657.0,368.0,0.0,3.0,3.0,4.4,366.0,2.0,437.0,0.16,0.07,5.2735593669694936e-14,default,code_service-code_app-code_scenario
1.71,0.0,0.6,0.0,0.1,0.0,0.0,0.0,2.41,0.0,0.0,0.4,0.0,0.01,0.0,75.0,0.0,16.0,0.0,1.0,0.0,0.0,0.06,0.06,0.8,0.8,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,6.0,654.0,356.0,0.0,2.0,2.0,4.4,354.2,2.0,437.0,0.15,0.07,5.2735593669694936e-14,default,code_service-code_app-code_scenario
2.0,0.0,0.4,0.0,0.1,0.0,0.0,0.0,2.5,0.0,0.0,0.4,0.0,0.0,0.0,60.0,0.0,10.0,0.0,1.0,0.08,0.0,0.06,0.06,0.8,0.8,0.0,0.0,0.0,0.0,1.0,100.0,1000.0,100.0,100.0,1.0,1.0,0.0,0.0,4.0,668.0,387.0,0.0,2.0,1.0,4.6,386.6,1.0,437.0,0.14,0.07,5.2735593669694936e-14,default,code_service-code_app-code_scenario
